symbol,exchange,stock_name,list_date,delist_date,is_active,source,run_id,update_time
000593,SZ,德龙汇能,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000595,SZ,宝塔实业,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000596,SZ,古井贡酒,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000597,SZ,东北制药,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000598,SZ,兴蓉环境,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000599,SZ,青岛双星,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000600,SZ,建投能源,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000601,SZ,韶能股份,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000603,SZ,盛达资源,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000605,SZ,渤海股份,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000607,SZ,华媒控股,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000608,SZ,阳光股份,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000609,SZ,*ST中迪,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000610,SZ,*ST西旅,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000612,SZ,焦作万方,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000615,SZ,*ST美谷,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
